课程名称	均分	最高分	课程代码
反应工程原理	/2014-2015-1	81.78	90.00
药物化学	/2014-2015-1	81.77	96.00
设计制造基础Ⅰ	/2014-2015-1	81.72	87.00
医用物理学（A类）	/2015-2016-1	81.72	99.00
管理学原理（D类）	/2015-2016-2	81.71	98.00
信息系统工程	/2015-2016-1	81.70	95.00
工程技术探究	/2015-2016-2	81.70	90.00
细胞生物学（B类）	/2014-2015-1	81.67	93.00
生命科学导论	/2015-2016-1	81.66	97.00
精密仪器设计（1）	/2014-2015-1	81.63	93.00
大学物理（D类）（1）	/2015-2016-1	81.62	99.00
电力电子技术	/2015-2016-1	81.61	93.00
物理化学(B)(1)	/2014-2015-1	81.60	98.00
线性代数（B类）	/2014-2015-1	81.58	100.00
传热传质学	/2015-2016-1	81.55	93.00
系统模型、分析与控制(A类)	/2015-2016-1	81.55	96.00
竞争法	/2014-2015-1	81.55	96.00
能源材料	/2014-2015-1	81.50	89.00
脑与机器人	/2014-2015-2	81.47	95.00
普通生物学	/2015-2016-1	81.47	92.00
大气污染控制工程	/2015-2016-1	81.46	95.00
分子生物学基础	/2014-2015-1	81.45	99.00
动物免疫学	/2015-2016-1	81.44	90.00
韩国道德教育文化漫谈	/2014-2015-1	81.44	95.00
宝玉石鉴赏	/2015-2016-1	81.41	90.00
管理基础	/2014-2015-1	81.40	90.00
动物解剖学	/2015-2016-1	81.40	95.00
偏微分方程	/2014-2015-1	81.39	100.00
生物医学图像处理(1)	/2014-2015-1	81.38	94.00
新媒体导论	/2015-2016-2	81.37	92.00
环境与可持续发展	/2014-2015-2	81.36	94.00
食品检验与分析原理	/2014-2015-1	81.35	90.00
水处理工程	/2014-2015-1	81.35	90.00
公司金融学	/2014-2015-1	81.34	98.00
生物信息学算法原理	/2015-2016-1	81.33	92.00
能源材料	/2015-2016-1	81.32	90.00
劳动经济学	/2015-2016-2	81.32	93.00
现代图学	/2014-2015-1	81.31	92.00
公共管理专业英语	/2014-2015-2	81.31	94.00
高等代数与解析几何（A类）（1）	/2015-2016-1	81.30	97.00
无机与分析化学实验（A类）	/2015-2016-1	81.29	91.00
算法与复杂性	/2015-2016-1	81.28	99.00
法理学	/2015-2016-1	81.24	97.00
动物学	/2015-2016-1	81.23	93.00
生物学概论	/2014-2015-1	81.21	88.00
中国政府与政治	/2015-2016-2	81.21	95.00
食品化学	/2015-2016-1	81.17	94.00
性与健康	/2014-2015-1	81.14	95.00
传感器原理	/2014-2015-1	81.08	91.00
城市规划原理	/2015-2016-1	81.07	93.00
佛教与中国传统文化	/2014-2015-1	81.06	92.00
微观经济学	/2014-2015-1	81.04	94.00
分析力学	/2015-2016-1	81.03	96.00
新媒体导论	/2015-2016-1	81.02	94.00
电工与电子技术（A类）实验	/2014-2015-1	81.00	95.00
宏观经济学	/2014-2015-1	80.95	95.00
计算机通信网络(A类)	/2015-2016-1	80.93	96.00
数字信号处理（D类）	/2014-2015-1	80.93	96.00
电气工程基础（1）	/2015-2016-1	80.92	98.00
药物合成反应	/2015-2016-1	80.89	93.00
现代心理学	/2015-2016-1	80.88	91.00
动物营养学	/2015-2016-1	80.80	94.00
毛泽东思想和中国特色社会主义理论体系概论	/2014-2015-2	80.80	95.00
生产系统建模与仿真	/2014-2015-1	80.77	100.00
计算机图形学	/2015-2016-1	80.76	90.00
英语语音学	/2014-2015-2	80.76	93.00
物理化学(A)(1)	/2015-2016-1	80.75	97.00
数理方法	/2014-2015-2	80.70	100.00
数据结构与算法	/2015-2016-1	80.69	98.00
经济学	/2015-2016-1	80.67	95.00
普通生物学实验	/2014-2015-1	80.62	92.00
公共组织行为学	/2014-2015-1	80.61	95.00
生态学	/2014-2015-1	80.57	98.00
生物工程单元操作原理（2）	/2014-2015-1	80.56	90.00
OpenGL开发实时3D动画程序	/2015-2016-1	80.53	93.00
管理学原理（D类）	/2014-2015-2	80.46	94.00
社会学原理（A类）	/2015-2016-1	80.43	92.00
环境土壤学（A类）	/2014-2015-1	80.39	92.00
核反应堆物理	/2015-2016-1	80.36	93.00
工程制图与CAD	/2015-2016-2	80.33	91.00
环境工程学	/2015-2016-1	80.32	92.00
管理学原理（B类）	/2015-2016-2	80.30	95.00
程序设计思想与方法	/2015-2016-1	80.23	99.00
德语听说	/2014-2015-1	80.18	93.00
马克思主义基本原理	/2014-2015-2	80.14	96.30
工程图学（2）	/2015-2016-2	80.12	91.00
中国史绎	/2014-2015-1	80.11	97.00
马克思主义基本原理	/2014-2015-1	80.11	99.00
空气动力学（2）	/2015-2016-1	80.05	93.00
工程热力学(1)	/2015-2016-2	80.04	96.00
生物工程导论	/2015-2016-2	80.02	93.00
生物反应工程基础	/2014-2015-1	80.00	90.00
算法与数据结构（A类）	/2015-2016-1	80.00	94.00
管理信息系统（B类）	/2014-2015-2	80.00	100.00
无机与分析化学实验（A类）	/2014-2015-1	79.93	91.00
马克思主义基本原理	/2015-2016-2	79.90	95.00
大学文科数学（1）	/2015-2016-1	79.87	100.00
大学物理（D类）（1）	/2014-2015-1	79.85	94.00
化工原理基础实验	/2015-2016-1	79.83	87.00
推理与思维训练	/2014-2015-1	79.75	95.00
电磁场	/2014-2015-1	79.73	95.00
细胞生物学（B类）	/2015-2016-1	79.73	97.00
概率统计	/2014-2015-1	79.71	100.00
公司金融学	/2015-2016-2	79.71	93.00
人力资源管理	/2014-2015-1	79.67	94.00
计算机组成与嵌入式	/2015-2016-1	79.66	92.00
大学物理（A类）（1）	/2015-2016-2	79.64	100.00
电力电子技术	/2014-2015-1	79.57	96.00
测试与控制电路	/2014-2015-1	79.56	89.00
生物物理	/2014-2015-1	79.54	90.00
化工热力学	/2015-2016-1	79.53	94.00
生物化学（E类）	/2015-2016-1	79.48	98.00
工业测控技术与系统	/2015-2016-1	79.46	96.00
计算导论	/2015-2016-1	79.46	97.00
半导体物理与器件	/2014-2015-1	79.38	97.00
大学化学原理（A类）	/2014-2015-1	79.38	93.00
数学分析（荣誉）（1）	/2015-2016-1	79.34	96.00
概率统计	/2015-2016-1	79.33	100.00
刑法分论	/2015-2016-1	79.31	92.00
政治学原理	/2015-2016-1	79.30	91.00
偏微分方程	/2015-2016-1	79.29	100.00
数学分析（C类）（1）	/2014-2015-1	79.26	98.00
操作系统课程设计	/2015-2016-1	79.24	95.00
实变函数	/2015-2016-1	79.20	99.00
遗传学（A类）	/2014-2015-2	79.18	91.00
宏观经济学（B类）	/2014-2015-2	79.18	97.00
公司法	/2015-2016-1	79.16	93.00
数字信号处理（D类）	/2015-2016-1	79.14	92.00
大学物理（A类）（1）	/2015-2016-1	79.11	100.00
大学物理（B类）（2）	/2014-2015-2	79.00	97.00
物理化学（C类）	/2014-2015-1	78.95	99.00
影视精品赏析（1-1）	/2014-2015-1	78.91	95.00
大学应用写作（A类）	/2014-2015-1	78.87	92.00
国际贸易实务	/2015-2016-1	78.86	92.00
民事诉讼法	/2015-2016-1	78.80	96.00
马克思主义基本原理	/2015-2016-1	78.77	98.00
中级宏观经济学	/2014-2015-2	78.75	96.00
环境土壤学（A类）	/2015-2016-1	78.73	90.00
计量经济学	/2014-2015-1	78.70	99.00
工程图学（1）	/2015-2016-1	78.68	98.00
人力资源管理	/2015-2016-1	78.66	95.00
电工与电子技术（D类）	/2015-2016-1	78.57	99.00
生物化学（F类）	/2015-2016-1	78.56	95.00
模拟电子技术	/2015-2016-2	78.54	98.00
大学医科数学（D类）	/2014-2015-1	78.53	96.00
大学物理（B类）（1）	/2014-2015-1	78.44	100.00
经济学原理（A类）	/2015-2016-2	78.44	97.00
计量经济学	/2015-2016-1	78.41	96.00
嵌入式系统原理与实验（A类）	/2014-2015-2	78.40	97.00
宗教文化概论	/2014-2015-1	78.36	86.00
实变函数	/2014-2015-2	78.33	96.00
知识产权法（A类）	/2015-2016-1	78.22	92.00
中级物理方法	/2014-2015-1	78.21	97.00
大学化学原理（A类）	/2015-2016-1	78.21	94.00
花卉学	/2015-2016-1	78.19	90.00
法学导论	/2014-2015-1	78.09	97.00
中级宏观经济学	/2015-2016-2	78.07	98.00
高等数学（A）（2）	/2015-2016-2	78.05	98.00
中级财务会计	/2015-2016-1	78.05	99.00
大学物理（A类）（2）	/2015-2016-1	78.04	100.00
电机学	/2014-2015-1	78.02	94.00
数理统计	/2015-2016-2	78.00	99.00
仪器分析	/2014-2015-1	78.00	91.00
电子技术	/2015-2016-1	77.98	100.00
遗传学（A类）	/2015-2016-2	77.97	91.00
公共组织行为学	/2015-2016-1	77.96	93.00
外国文学史(C）	/2015-2016-2	77.95	92.00
药物化学	/2015-2016-1	77.94	95.00
线性代数（B类）	/2015-2016-1	77.90	100.00
合同法	/2015-2016-2	77.89	95.00
推理与思维训练	/2015-2016-1	77.89	96.00
汉语综合课（1）	/2015-2016-1	77.87	94.00
静力学与动力学基础	/2015-2016-1	77.86	98.00
操作系统（E类）	/2015-2016-1	77.72	96.00
工程流体力学（A类）	/2015-2016-2	77.65	89.00
电机学	/2015-2016-1	77.57	94.00
大学物理（B类）（1）	/2014-2015-2	77.49	99.00
生物物理	/2015-2016-1	77.47	93.00
工程图学（2）	/2014-2015-2	77.46	91.00
水处理工程	/2015-2016-1	77.46	97.00
生化分离工程	/2014-2015-1	77.44	92.00
数理方法	/2014-2015-1	77.33	100.00
中国文化概要	/2014-2015-1	77.27	97.00
嵌入式系统原理与实验（A类）	/2015-2016-2	77.26	99.00
辐射测量与防护	/2014-2015-1	77.22	95.00
数学分析（C类）（1）	/2015-2016-1	77.14	95.00
高级英语视听（1）	/2015-2016-1	77.12	94.00
高等数学（A）（2）	/2014-2015-2	77.10	98.00
国际贸易实务	/2014-2015-2	77.03	93.00
宏观经济学（B类）	/2014-2015-1	77.00	90.00
无机与分析化学（C类）	/2014-2015-1	76.97	96.00
数据结构A	/2014-2015-1	76.90	100.00
药理学	/2014-2015-1	76.86	95.00
医用物理学（B类）	/2014-2015-1	76.81	94.00
工程流体力学（A类）	/2014-2015-2	76.67	94.00
线性代数（B类）	/2015-2016-2	76.63	100.00
大学物理（A类）（2）	/2014-2015-1	76.56	100.00
数据结构B	/2015-2016-2	76.52	97.00
无机与分析化学（C类）	/2015-2016-1	76.52	97.00
核反应堆物理	/2014-2015-1	76.50	91.00
各国政府与政治	/2015-2016-2	76.50	91.00
大学医科数学（A类）（1）	/2015-2016-1	76.45	98.00
模拟电子技术	/2014-2015-1	76.43	87.00
精密仪器设计（1）	/2015-2016-1	76.39	94.00
概率统计	/2014-2015-2	76.38	100.00
美学概论	/2015-2016-2	76.37	95.00
化工原理实验(上)	/2015-2016-1	76.33	86.00
化工原理(下)	/2014-2015-1	76.33	91.00
传热传质学	/2014-2015-1	76.27	94.00
数据结构B	/2015-2016-1	76.27	96.00
医用物理学（B类）	/2015-2016-1	76.27	94.00
景观地理学	/2014-2015-1	76.25	87.00
工程经济学(F类)	/2014-2015-2	76.19	100.00
计算机辅助设计	/2015-2016-1	76.18	85.00
数理方法	/2015-2016-2	76.17	100.00
模拟电子技术	/2015-2016-1	76.16	98.00
电磁场	/2015-2016-1	76.06	95.00
数理统计	/2014-2015-1	76.00	99.00
景观艺术学	/2014-2015-2	76.00	91.00
中级微观经济学	/2014-2015-1	75.97	98.00
数字电子技术	/2014-2015-1	75.94	94.00
数学分析（A类）（3）	/2014-2015-1	75.88	97.00
C++程序设计（A类）	/2015-2016-2	75.80	99.00
飞行器结构力学	/2014-2015-1	75.80	83.00
基本电路理论	/2014-2015-1	75.79	98.00
景观艺术学	/2015-2016-1	75.79	90.00
模拟电子技术	/2014-2015-2	75.65	97.00
汉语视听（1）	/2015-2016-1	75.57	84.00
大学物理（B类）（2）	/2014-2015-1	75.55	100.00
C++程序设计（A类）	/2014-2015-2	75.47	99.00
半导体物理与器件	/2015-2016-1	75.42	96.00
法学导论	/2015-2016-1	75.42	93.00
货币金融学	/2014-2015-1	75.40	89.00
高等数学（B类）（1）	/2015-2016-1	75.33	98.00
设计制造基础Ⅰ	/2015-2016-1	75.23	96.00
数字电子技术	/2015-2016-1	75.16	97.00
反应工程原理	/2015-2016-1	75.07	98.00
大学医科数学（C类）	/2014-2015-1	75.06	96.00
大学物理（B类）（2）	/2015-2016-1	75.01	100.00
物理化学(B)(1)	/2015-2016-1	75.00	90.00
可靠性设计	/2015-2016-1	74.95	98.00
生物化学（B类）（1）	/2014-2015-1	74.91	99.00
线性代数（B类）	/2014-2015-2	74.88	100.00
食品检验与分析原理	/2015-2016-1	74.69	93.00
电工与电子技术（A类）	/2015-2016-1	74.67	100.00
中级汉语口语（1）	/2015-2016-1	74.67	92.00
数字信号处理（A类）	/2014-2015-1	74.55	90.00
科学计算（1）	/2015-2016-1	74.54	95.00
初等数论	/2015-2016-1	74.52	98.00
大学基础英语（1）	/2015-2016-1	74.45	97.00
宏观经济学（B类）	/2015-2016-2	74.39	91.00
中国史绎	/2015-2016-1	74.29	95.00
电磁场	/2015-2016-2	74.28	92.00
分析力学	/2014-2015-1	74.23	98.00
核心阅读II（X）	/2015-2016-1	74.22	93.00
概率统计	/2015-2016-2	74.19	100.00
高等数学（B类）（2）	/2015-2016-2	74.18	98.00
管理会计	/2015-2016-1	74.12	96.00
大学物理（A类）（1）	/2014-2015-1	74.10	97.00
货币金融学	/2015-2016-1	74.09	81.00
生物化学（E类）	/2014-2015-1	74.07	92.00
中级微观经济学	/2015-2016-1	73.90	98.00
大学物理（B类）（1）	/2015-2016-2	73.86	98.00
高等数学（A）（1）	/2015-2016-1	73.83	100.00
大学基础英语（3）	/2015-2016-1	73.80	96.00
高等数学（B类）（1）	/2014-2015-1	73.70	96.00
国际经济法	/2015-2016-1	73.67	95.00
大学基础英语（3）	/2014-2015-1	73.60	93.00
药理学	/2015-2016-1	73.53	94.00
电工与电子技术（A类）实验	/2015-2016-1	73.50	96.00
生物学概论	/2015-2016-1	73.48	91.00
竞争法	/2015-2016-1	73.47	93.00
生物学导论	/2015-2016-1	73.41	94.00
德语（B类）（下）	/2015-2016-1	73.33	96.00
现代心理学	/2014-2015-2	73.00	93.00
经贸写作	/2015-2016-2	73.00	83.00
生物学导论	/2014-2015-1	72.88	92.00
可靠性设计	/2014-2015-1	72.86	89.00
数字电子技术	/2014-2015-2	72.85	90.00
工程实践与科技创新Ⅲ-D	/2015-2016-1	72.82	91.00
工业测控技术与系统	/2014-2015-1	72.79	85.00
高等数学（A）（1）	/2014-2015-1	72.75	98.00
大学医科数学（A类）（1）	/2014-2015-1	72.75	94.00
国际贸易实务	/2014-2015-1	72.75	93.00
科学计算（1）	/2014-2015-1	72.68	95.00
汉语写作（A类）（1）	/2015-2016-1	72.56	92.00
程序设计基础（C++）	/2014-2015-1	72.45	96.00
综合英语（A类）（1）	/2015-2016-1	72.29	82.00
电磁场	/2014-2015-2	72.20	87.00
基本电路理论	/2015-2016-1	72.13	97.00
大学医科数学（D类）	/2015-2016-1	72.06	98.00
科学思想和认识论	/2014-2015-2	72.00	72.00
大学基础英语（1）	/2014-2015-1	71.94	96.00
大学物理（A类）（2）	/2015-2016-2	71.90	94.00
宏观经济学	/2015-2016-1	71.90	93.00
化工原理(下)	/2015-2016-1	71.87	98.00
数理方法	/2015-2016-1	71.77	99.00
国际贸易实务	/2015-2016-2	71.69	95.00
大学医科数学（C类）	/2015-2016-1	71.68	98.00
合同法	/2015-2016-1	71.28	80.00
高等数学（A）（1）	/2014-2015-2	71.04	98.00
极端环境微生物	/2015-2016-1	70.67	78.00
数据结构A	/2015-2016-1	70.58	100.00
基本电路理论	/2014-2015-2	70.22	95.00
高等数学（A）（2）	/2015-2016-1	70.21	96.00
高等数学（B类）（2）	/2014-2015-2	69.64	97.00
高等数学（B类）（1）	/2015-2016-2	68.29	95.00
德语二外（1）	/2014-2015-2	67.56	90.00
高等数学（B类）（2）	/2015-2016-1	67.38	84.00
高等数学（A）（2）	/2014-2015-1	66.88	99.00
数理统计	/2014-2015-2	66.33	86.00
数字电子技术	/2015-2016-2	65.83	79.00
中文报刊阅读	/2015-2016-1	65.78	86.00
汉语综合课（3）	/2015-2016-1	65.25	85.00
数据结构A	/2015-2016-2	64.30	91.00
高等数学（A）（1）	/2015-2016-2	63.50	96.00
高等数学（B类）（1）	/2014-2015-2	63.20	96.00
侵权法	/2015-2016-1	62.41	90.00
德语（B类）（下）	/2014-2015-1	57.67	66.00
